id,trait,ncase,group_name,year,author,consortium,sex,pmid,population,unit,sample_size,build,ncontrol,category,subcategory,ontology,note,mr,nsnp,doi,coverage,study_design,priority,sd
ukb-b-9054,Leg pain in calf/calves,11019,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,32862,HG19/GRCh37,21843,Binary,NA,NA,5463: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9056,Current employment status: Looking after home and/or family,23212,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,461242,HG19/GRCh37,438030,Binary,NA,NA,6142#3: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9058,"Non-cancer illness code, self-reported: eye/eyelid problem",3641,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462933,HG19/GRCh37,459292,Binary,NA,NA,20002#1242: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9074,"Diagnoses - main ICD10: N35.9 Urethral stricture, unspecified",2013,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,460997,Binary,NA,NA,41202#N359: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9093,Arm predicted mass (left),,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,454655,HG19/GRCh37,,Continuous,NA,NA,23126: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9099,3mm cylindrical power (right),,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,96007,HG19/GRCh37,,Continuous,NA,NA,5116: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9107,"Diagnoses - secondary ICD10: C50.9 Breast, unspecified",1372,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461638,Binary,NA,NA,41204#C509: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9125,"Non-cancer illness code, self-reported: rheumatoid arthritis",5201,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462933,HG19/GRCh37,457732,Binary,NA,NA,20002#1464: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9127,Illnesses of father: Chronic bronchitis/emphysema,46263,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,402389,HG19/GRCh37,356126,Binary,NA,NA,20107#6: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9130,Pain type(s) experienced in last month: None of the above,184616,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,461857,HG19/GRCh37,277241,Binary,NA,NA,6159#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9139,Reason for glasses/contact lenses: For a 'lazy' eye or an eye with poor vision since childhood (called 'amblyopia'),3745,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,460536,HG19/GRCh37,456791,Binary,NA,NA,6147#6: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9155,"Non-cancer illness code, self-reported: sleep apnoea",1510,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462933,HG19/GRCh37,461423,Binary,NA,NA,20002#1123: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-918,"Type of cancer: ICD10: D06.9 Cervix, unspecified",3175,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,459835,Binary,NA,NA,40006#D069: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9190,Operation code: bunion/hallus valgus surgery,6130,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462933,HG19/GRCh37,456803,Binary,NA,NA,20004#1503: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9207,Treatment/medication code: amlodipine,18713,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462933,HG19/GRCh37,444220,Binary,NA,NA,20003#1140879802: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9216,"Diagnoses - secondary ICD10: Z53.9 Procedure not carried out, unspecified reason",1877,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461133,Binary,NA,NA,41204#Z539: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9224,Treatment/medication code: symbicort 100/6 turbohaler,2815,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462933,HG19/GRCh37,460118,Binary,NA,NA,20003#1141174520: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9242,Operative procedures - main OPCS: K75.1 Percutaneous transluminal balloon angioplasty and insertion of 1-2 drug-eluting stents into coronary artery,2381,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,460629,Binary,NA,NA,41200#K751: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9253,Destinations on discharge from hospital (recoded): Transfer within NHS provider,2339,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,460758,HG19/GRCh37,458419,Binary,NA,NA,41248#6000: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9261,PCT responsible for patient data: LEEDS PCT,9352,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,453658,Binary,NA,NA,41229#5N1: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9263,Operation code: inguinal/femoral hernia repair,15516,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462933,HG19/GRCh37,447417,Binary,NA,NA,20004#1403: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9266,PCT responsible for patient data: SEFTON PCT,2489,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,460521,Binary,NA,NA,41229#5NJ: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9270,Diagnoses - main ICD10: O68.0 Labour and delivery complicated by foetal heart rate anomaly,1009,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,462001,Binary,NA,NA,41202#O680: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9275,Type of fat/oil used in cooking: Olive spread,3348,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,64949,HG19/GRCh37,61601,Binary,NA,NA,20090#365: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-929,Frequency of tiredness / lethargy in last 2 weeks,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,449019,HG19/GRCh37,,Categorical Ordered,NA,NA,2080: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9290,Treatment/medication code: cetirizine,5206,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462933,HG19/GRCh37,457727,Binary,NA,NA,20003#1140883504: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9294,Operative procedures - secondary OPCS: K63.6 Coronary arteriography NEC,2443,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,460567,Binary,NA,NA,41210#K636: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-93,Operative procedures - secondary OPCS: T87.3 Excision or biopsy of axillary lymph node,1503,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461507,Binary,NA,NA,41210#T873: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-930,Instant coffee intake,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,64949,HG19/GRCh37,,Categorical Ordered,NA,NA,100250: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9306,"Non-cancer illness code, self-reported: back problem",8246,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462933,HG19/GRCh37,454687,Binary,NA,NA,20002#1294: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9312,Operative procedures - secondary OPCS: H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon,1504,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461506,Binary,NA,NA,41210#H221: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9319,Operative procedures - secondary OPCS: M47.3 Removal of urethral catheter from bladder,1178,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461832,Binary,NA,NA,41210#M473: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9321,Diagnoses - main ICD10: D12.8 Rectum,1509,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461501,Binary,NA,NA,41202#D128: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9324,Number of trend entries,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,68426,HG19/GRCh37,,Continuous,NA,NA,6038: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9333,Operative procedures - main OPCS: W90.1 Aspiration of joint,1188,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461822,Binary,NA,NA,41200#W901: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9340,Operative procedures - main OPCS: H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon,17244,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,445766,Binary,NA,NA,41200#H221: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9346,Operation code: other urological surgery,1223,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462933,HG19/GRCh37,461710,Binary,NA,NA,20004#1219: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9363,Methods of admission to hospital (recoded): Elective admission: Waiting List,192563,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462726,HG19/GRCh37,270163,Binary,NA,NA,41249#1001: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9368,Diagnoses - secondary ICD10: K22.1 Ulcer of oesophagus,2245,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,460765,Binary,NA,NA,41204#K221: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9369,Diagnoses - secondary ICD10: J22 Unspecified acute lower respiratory infection,2514,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,460496,Binary,NA,NA,41204#J22: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9386,Treatment/medication code: naproxen,2936,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462933,HG19/GRCh37,459997,Binary,NA,NA,20003#1140871462: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9405,Waist circumference,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462166,HG19/GRCh37,,Continuous,NA,NA,48: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9419,Operative procedures - main OPCS: M45.1 Diagnostic endoscopic examination of bladder and biopsy of lesion of bladder NEC,1856,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461154,Binary,NA,NA,41200#M451: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9433,Age started oral contraceptive pill,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,198213,HG19/GRCh37,,Continuous,NA,NA,2794: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9473,Operative procedures - main OPCS: G45.1 Fibreoptic endoscopic examination of upper gastrointestinal tract and biopsy of lesion of upper gastrointestinal tract,40003,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,423007,Binary,NA,NA,41200#G451: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9484,Operative procedures - main OPCS: D15.1 Myringotomy with insertion of ventilation tube through tympanic membrane,1267,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461743,Binary,NA,NA,41200#D151: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9487,Age started hormone-replacement therapy (HRT),,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,87834,HG19/GRCh37,,Continuous,NA,NA,3536: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9493,"Diagnoses - secondary ICD10: M19.9 Arthrosis, unspecified",1797,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461213,Binary,NA,NA,41204#M199: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9496,"Non-cancer illness code, self-reported: oesophagitis/barretts oesophagus",1413,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462933,HG19/GRCh37,461520,Binary,NA,NA,20002#1139: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9508,Coffee consumed,45788,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,64949,HG19/GRCh37,19161,Binary,NA,NA,100240: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9509,Ever taken oral contraceptive pill,205516,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,250440,HG19/GRCh37,44924,Binary,NA,NA,2784: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9513,Main speciality of consultant (recoded): Nephrology,1939,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,461118,HG19/GRCh37,459179,Binary,NA,NA,41245#1490: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9523,PCT responsible for patient data: COUNTY DURHAM PCT,3728,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,459282,Binary,NA,NA,41229#5ND: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9524,Fortified wine intake,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,64942,HG19/GRCh37,,Categorical Ordered,NA,NA,100720: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-953,Values wanted,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,113410,HG19/GRCh37,,Categorical Ordered,NA,NA,20200: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9536,"Diagnoses - main ICD10: D25.9 Leiomyoma of uterus, unspecified",5393,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,457617,Binary,NA,NA,41202#D259: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9537,Operative procedures - main OPCS: S06.9 Unspecified other excision of lesion of skin,15179,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,447831,Binary,NA,NA,41200#S069: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9543,Shortness of breath walking on level ground,16083,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,150308,HG19/GRCh37,134225,Binary,NA,NA,4717: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9547,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Oral contraceptive pill or minipill",6501,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,249710,HG19/GRCh37,243209,Binary,NA,NA,6153#5: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9554,Total traffic load on major roads,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,456380,HG19/GRCh37,,Categorical Ordered,NA,NA,24013: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-956,Illnesses of father: Parkinson's disease,10106,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,399089,HG19/GRCh37,388983,Binary,NA,NA,20107#11: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9565,Diagnoses - main ICD10: H02.8 Other specified disorders of eyelid,1739,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461271,Binary,NA,NA,41202#H028: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9568,Number of blood samples taken,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463000,HG19/GRCh37,,Categorical Ordered,NA,NA,68: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9571,Fractured bone site(s): Wrist,9113,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,460340,HG19/GRCh37,451227,Binary,NA,NA,6151#5: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9581,Operative procedures - secondary OPCS: Y81.9 Unspecified spinal anaesthetic,3167,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,459843,Binary,NA,NA,41210#Y819: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9591,Diagnoses - main ICD10: N92.1 Excessive and frequent menstruation with irregular cycle,2048,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,460962,Binary,NA,NA,41202#N921: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9592,Operative procedures - main OPCS: K63.3 Angiocardiography of left side of heart NEC,7378,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,455632,Binary,NA,NA,41200#K633: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9596,Vitamin and mineral supplements: Vitamin A,8863,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,460351,HG19/GRCh37,451488,Binary,NA,NA,6155#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9597,Diagnoses - main ICD10: O70.0 First degree perineal laceration during delivery,1620,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461390,Binary,NA,NA,41202#O700: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9598,Why stopped smoking: Illness or ill health,13762,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,113988,HG19/GRCh37,100226,Binary,NA,NA,6157#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-960,Smoking/smokers in household,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,425516,HG19/GRCh37,,Categorical Ordered,NA,NA,1259: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-964,Diagnoses - main ICD10: I48 Atrial fibrillation and flutter,5669,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,457341,Binary,NA,NA,41202#I48: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9667,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties",53524,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,459742,HG19/GRCh37,406218,Binary,NA,NA,6145#6: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9668,Diagnoses - secondary ICD10: N80.0 Endometriosis of uterus,1121,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461889,Binary,NA,NA,41204#N800: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9685,Trunk predicted mass,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,454463,HG19/GRCh37,,Continuous,NA,NA,23130: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9686,Sweet potato intake,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,64945,HG19/GRCh37,,Categorical Ordered,NA,NA,104330: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-969,Time spend outdoors in summer,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,419314,HG19/GRCh37,,Categorical Ordered,NA,NA,1050: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9694,Diagnoses - main ICD10: M23.22 Derangement of meniscus due to old tear or injury (Posterior cruciate ligament or Posterior horn of medial meniscus),1958,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461052,Binary,NA,NA,41202#M2322: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9696,Diagnoses - main ICD10: Z53.8 Procedure not carried out for other reasons,1155,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461855,Binary,NA,NA,41202#Z538: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-970,Diagnoses - secondary ICD10: E11.9 Without complications,12045,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,450965,Binary,NA,NA,41204#E119: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9708,Diagnoses - main ICD10: M79.66 Pain in limb (Lower leg),1689,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461321,Binary,NA,NA,41202#M7966: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9712,Diagnoses - main ICD10: O26.8 Other specified pregnancy-related conditions,1302,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461708,Binary,NA,NA,41202#O268: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9720,Operative procedures - main OPCS: C12.1 Excision of lesion of eyelid NEC,3454,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,459556,Binary,NA,NA,41200#C121: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9744,Liquid used to make porridge: Porridge with milk,6469,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,64949,HG19/GRCh37,58480,Binary,NA,NA,20105#79: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9764,Operative procedures - main OPCS: S06.8 Other specified other excision of lesion of skin,3496,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,459514,Binary,NA,NA,41200#S068: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9787,Total errors traversing numeric path (trail #1),,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,25044,HG19/GRCh37,,Categorical Ordered,NA,NA,20247: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9790,Treatment/medication code: cod liver oil capsule,26512,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462933,HG19/GRCh37,436421,Binary,NA,NA,20003#1140909674: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9791,Age when last ate meat,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,17236,HG19/GRCh37,,Continuous,NA,NA,3680: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9797,Diagnoses - main ICD10: K56.6 Other and unspecified intestinal obstruction,1006,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,462004,Binary,NA,NA,41202#K566: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9816,Operative procedures - secondary OPCS: Y80.4 Intravenous anaesthetic NEC,1833,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,461177,Binary,NA,NA,41210#Y804: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9835,Chocolate sweet intake,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,64949,HG19/GRCh37,,Categorical Ordered,NA,NA,102310: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9838,Pain type(s) experienced in last month: Back pain,118471,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,461857,HG19/GRCh37,343386,Binary,NA,NA,6159#4: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9841,Diagnoses - secondary ICD10: Z88.1 Personal history of allergy to other antibiotic agents,2150,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,460860,Binary,NA,NA,41204#Z881: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9856,"Non-cancer illness code, self-reported: trapped nerve/compressed nerve",1352,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,462933,HG19/GRCh37,461581,Binary,NA,NA,20002#1257: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9857,Other milk-based pudding intake,,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,64944,HG19/GRCh37,,Categorical Ordered,NA,NA,102150: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9873,Diagnoses - main ICD10: N39.3 Stress incontinence,4340,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,458670,Binary,NA,NA,41202#N393: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
ukb-b-9874,PCT where patients GP was registered: BRISTOL SOUTH AND WEST PCT,3287,public,2018,Ben Elsworth,MRC-IEU,Males and Females,,European,SD,463010,HG19/GRCh37,459723,Binary,NA,NA,41230#5JG: Output from GWAS pipeline using Phesant derived variables from UKBiobank,1,9851867,,,,1,
