id.exposure,id.outcome,outcome,exposure,method,Q,Q_df,Q_pval,outcome_code,q_sensitivity_58
ukb-b-13352,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Vascular/heart problems diagnosed by doctor: None of the above || id:ukb-b-13352,Inverse variance weighted,430.346398730238,364,0.00943640285996298,DD,0.0136827841469463
ukb-b-13352,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Vascular/heart problems diagnosed by doctor: None of the above || id:ukb-b-13352,MR Egger,430.13870201557,363,0.00872186654553019,DD,0.0123382502351403
ukb-b-5076,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Leisure/social activities: None of the above || id:ukb-b-5076,Inverse variance weighted,87.8663068150168,77,0.186549681916826,IHD,0.200368176873628
ukb-b-5076,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Leisure/social activities: None of the above || id:ukb-b-5076,MR Egger,87.5723773998974,76,0.17149205263604,IHD,0.187670548167742
ukb-b-5076,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Leisure/social activities: None of the above || id:ukb-b-5076,Inverse variance weighted,123.333220551374,77,0.000633895777634621,DD,0.00141407519626185
ukb-b-5076,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Leisure/social activities: None of the above || id:ukb-b-5076,MR Egger,117.091833578722,76,0.00173326313538435,DD,0.00324287941459008
ukb-b-20292,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Taking other prescription medications || id:ukb-b-20292,Inverse variance weighted,138.744666226631,84,0.000160568089860999,IHD,0.000443473771997045
ukb-b-20292,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Taking other prescription medications || id:ukb-b-20292,MR Egger,138.684662795974,83,0.000123488798714467,IHD,0.000341064301211386
ukb-b-20292,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Taking other prescription medications || id:ukb-b-20292,Inverse variance weighted,110.893496563954,84,0.0263363360859989,DD,0.031823072770582
ukb-b-20292,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Taking other prescription medications || id:ukb-b-20292,MR Egger,109.885004412417,83,0.0257829198227594,DD,0.0325088989069575
ukb-b-16489,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Qualifications: College or University degree || id:ukb-b-16489,Inverse variance weighted,573.386941227876,473,0.00103769239549743,IHD,0.00207538479099486
ukb-b-16489,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Qualifications: College or University degree || id:ukb-b-16489,MR Egger,572.070147593716,472,0.00105952424587872,IHD,0.00223810698394734
ukb-b-16489,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Qualifications: College or University degree || id:ukb-b-16489,Inverse variance weighted,628.761121130127,473,1.94984455530174e-06,DD,7.06818651296879e-06
ukb-b-16489,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Qualifications: College or University degree || id:ukb-b-16489,MR Egger,626.114139972316,472,2.36695899566021e-06,DD,8.58022635926826e-06
ukb-b-18009,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Inverse variance weighted,352.744840581811,194,2.50401003827341e-11,IHD,1.32029620199871e-10
ukb-b-18009,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",MR Egger,349.459489383175,193,3.93050238021815e-11,IHD,2.07244670956957e-10
ukb-b-18009,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Inverse variance weighted,207.875733041092,194,0.235158729174106,DD,0.247985568947239
