location_name,location_id,sex_name,age_name,n_years,weighted_r,weighted_se,weighted_t,weighted_p,fit_status
Republic of Yemen,157,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Yemen,157,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Yemen,157,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Zambia,191,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Zambia,191,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Zambia,191,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Zimbabwe,198,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Zimbabwe,198,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Zimbabwe,198,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of the Congo,170,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of the Congo,170,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of the Congo,170,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of the Gambia,206,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of the Gambia,206,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of the Gambia,206,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of the Marshall Islands,24,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of the Marshall Islands,24,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of the Marshall Islands,24,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of the Niger,213,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of the Niger,213,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of the Niger,213,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of the Philippines,16,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of the Philippines,16,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of the Philippines,16,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of the Union of Myanmar,15,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of the Union of Myanmar,15,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of the Union of Myanmar,15,Male,<5 years,30,,,,,not_estimable_constant_series
Romania,52,Male,10-14 years,30,,,,,not_estimable_constant_series
Romania,52,Male,5-9 years,30,,,,,not_estimable_constant_series
Romania,52,Male,<5 years,30,,,,,not_estimable_constant_series
Russian Federation,62,Male,10-14 years,30,,,,,not_estimable_constant_series
Russian Federation,62,Male,5-9 years,30,,,,,not_estimable_constant_series
Russian Federation,62,Male,<5 years,30,,,,,not_estimable_constant_series
Saint Kitts and Nevis,393,Male,10-14 years,30,,,,,not_estimable_constant_series
Saint Kitts and Nevis,393,Male,5-9 years,30,,,,,not_estimable_constant_series
Saint Kitts and Nevis,393,Male,<5 years,30,,,,,not_estimable_constant_series
Saint Lucia,116,Male,10-14 years,30,,,,,not_estimable_constant_series
Saint Lucia,116,Male,5-9 years,30,,,,,not_estimable_constant_series
Saint Lucia,116,Male,<5 years,30,,,,,not_estimable_constant_series
Saint Vincent and the Grenadines,117,Male,10-14 years,30,,,,,not_estimable_constant_series
Saint Vincent and the Grenadines,117,Male,5-9 years,30,,,,,not_estimable_constant_series
Saint Vincent and the Grenadines,117,Male,<5 years,30,,,,,not_estimable_constant_series
Slovak Republic,54,Male,10-14 years,30,,,,,not_estimable_constant_series
Slovak Republic,54,Male,5-9 years,30,,,,,not_estimable_constant_series
Slovak Republic,54,Male,<5 years,30,,,,,not_estimable_constant_series
Socialist Republic of Viet Nam,20,Male,10-14 years,30,,,,,not_estimable_constant_series
Socialist Republic of Viet Nam,20,Male,5-9 years,30,,,,,not_estimable_constant_series
Socialist Republic of Viet Nam,20,Male,<5 years,30,,,,,not_estimable_constant_series
Solomon Islands,28,Male,10-14 years,30,,,,,not_estimable_constant_series
Solomon Islands,28,Male,5-9 years,30,,,,,not_estimable_constant_series
Solomon Islands,28,Male,<5 years,30,,,,,not_estimable_constant_series
State of Eritrea,178,Male,10-14 years,30,,,,,not_estimable_constant_series
State of Eritrea,178,Male,5-9 years,30,,,,,not_estimable_constant_series
State of Eritrea,178,Male,<5 years,30,,,,,not_estimable_constant_series
State of Israel,85,Male,10-14 years,30,,,,,not_estimable_constant_series
State of Israel,85,Male,5-9 years,30,,,,,not_estimable_constant_series
State of Israel,85,Male,<5 years,30,,,,,not_estimable_constant_series
State of Kuwait,145,Male,10-14 years,30,,,,,not_estimable_constant_series
State of Kuwait,145,Male,5-9 years,30,,,,,not_estimable_constant_series
State of Kuwait,145,Male,<5 years,30,,,,,not_estimable_constant_series
State of Libya,147,Male,10-14 years,30,,,,,not_estimable_constant_series
State of Libya,147,Male,5-9 years,30,,,,,not_estimable_constant_series
State of Libya,147,Male,<5 years,30,,,,,not_estimable_constant_series
State of Qatar,151,Male,10-14 years,30,,,,,not_estimable_constant_series
State of Qatar,151,Male,5-9 years,30,,,,,not_estimable_constant_series
State of Qatar,151,Male,<5 years,30,,,,,not_estimable_constant_series
Sultanate of Oman,150,Male,10-14 years,30,,,,,not_estimable_constant_series
Sultanate of Oman,150,Male,5-9 years,30,,,,,not_estimable_constant_series
Sultanate of Oman,150,Male,<5 years,30,,,,,not_estimable_constant_series
Swiss Confederation,94,Male,10-14 years,30,,,,,not_estimable_constant_series
Swiss Confederation,94,Male,5-9 years,30,,,,,not_estimable_constant_series
Swiss Confederation,94,Male,<5 years,30,,,,,not_estimable_constant_series
Syrian Arab Republic,153,Male,10-14 years,30,,,,,not_estimable_constant_series
Syrian Arab Republic,153,Male,5-9 years,30,,,,,not_estimable_constant_series
Syrian Arab Republic,153,Male,<5 years,30,,,,,not_estimable_constant_series
Taiwan (Province of China),8,Male,10-14 years,30,,,,,not_estimable_constant_series
Taiwan (Province of China),8,Male,5-9 years,30,,,,,not_estimable_constant_series
Taiwan (Province of China),8,Male,<5 years,30,,,,,not_estimable_constant_series
Togolese Republic,218,Male,10-14 years,30,,,,,not_estimable_constant_series
Togolese Republic,218,Male,5-9 years,30,,,,,not_estimable_constant_series
Togolese Republic,218,Male,<5 years,30,,,,,not_estimable_constant_series
Tokelau,413,Male,10-14 years,30,,,,,not_estimable_constant_series
Tokelau,413,Male,5-9 years,30,,,,,not_estimable_constant_series
Tokelau,413,Male,<5 years,30,,,,,not_estimable_constant_series
Turkmenistan,40,Male,10-14 years,30,,,,,not_estimable_constant_series
Turkmenistan,40,Male,5-9 years,30,,,,,not_estimable_constant_series
Turkmenistan,40,Male,<5 years,30,,,,,not_estimable_constant_series
Tuvalu,416,Male,10-14 years,30,,,,,not_estimable_constant_series
Tuvalu,416,Male,5-9 years,30,,,,,not_estimable_constant_series
Tuvalu,416,Male,<5 years,30,,,,,not_estimable_constant_series
Ukraine,63,Male,10-14 years,30,,,,,not_estimable_constant_series
Ukraine,63,Male,5-9 years,30,,,,,not_estimable_constant_series
Ukraine,63,Male,<5 years,30,,,,,not_estimable_constant_series
Union of the Comoros,176,Male,10-14 years,30,,,,,not_estimable_constant_series
Union of the Comoros,176,Male,5-9 years,30,,,,,not_estimable_constant_series
Union of the Comoros,176,Male,<5 years,30,,,,,not_estimable_constant_series
United Arab Emirates,156,Male,10-14 years,30,,,,,not_estimable_constant_series
United Arab Emirates,156,Male,5-9 years,30,,,,,not_estimable_constant_series
United Arab Emirates,156,Male,<5 years,30,,,,,not_estimable_constant_series
United Kingdom of Great Britain and Northern Ireland,95,Male,10-14 years,30,,,,,not_estimable_constant_series
United Kingdom of Great Britain and Northern Ireland,95,Male,5-9 years,30,,,,,not_estimable_constant_series
United Kingdom of Great Britain and Northern Ireland,95,Male,<5 years,30,,,,,not_estimable_constant_series
United Mexican States,130,Male,10-14 years,30,,,,,not_estimable_constant_series
United Mexican States,130,Male,5-9 years,30,,,,,not_estimable_constant_series
United Mexican States,130,Male,<5 years,30,,,,,not_estimable_constant_series
United Republic of Tanzania,189,Male,10-14 years,30,,,,,not_estimable_constant_series
United Republic of Tanzania,189,Male,5-9 years,30,,,,,not_estimable_constant_series
United Republic of Tanzania,189,Male,<5 years,30,,,,,not_estimable_constant_series
United States Virgin Islands,422,Male,10-14 years,30,,,,,not_estimable_constant_series
United States Virgin Islands,422,Male,5-9 years,30,,,,,not_estimable_constant_series
United States Virgin Islands,422,Male,<5 years,30,,,,,not_estimable_constant_series
United States of America,102,Male,10-14 years,30,,,,,not_estimable_constant_series
United States of America,102,Male,5-9 years,30,,,,,not_estimable_constant_series
United States of America,102,Male,<5 years,30,,,,,not_estimable_constant_series
