location_name,location_id,sex_name,age_name,n_years,weighted_r,weighted_se,weighted_t,weighted_p,fit_status,weighted_fdr,bh_family
Palestine,149,Male,45-49 years,30,0.141641132236211,0.187076931239802,0.757127729739431,0.455297851360952,ok,0.550982298939453,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
People's Democratic Republic of Algeria,139,Male,45-49 years,30,0.00879259544450879,0.188974931280141,0.0465278404121997,0.963219816988792,ok,0.973335778574998,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
People's Republic of Bangladesh,161,Male,45-49 years,30,-0.278408200022157,0.181510416285168,-1.53384144954389,0.136291624857773,ok,0.207306734652086,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
People's Republic of China,6,Male,45-49 years,30,-0.915285182237024,0.0761232635685929,-12.0237249341298,1.4218847276521e-12,ok,4.5239415004564e-11,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Plurinational State of Bolivia,121,Male,45-49 years,30,-0.0966241837272907,0.188097976665566,-0.513690712894198,0.61149841495982,ok,0.692578871025688,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Portuguese Republic,91,Male,45-49 years,30,-0.526420964129705,0.160677246202792,-3.27626329533496,0.0028054019699372,ok,0.00742115486784303,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Principality of Andorra,74,Male,45-49 years,30,-0.151091307354913,0.186812684721677,-0.808785054291234,0.425458017731469,ok,0.523780051648113,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Principality of Monaco,367,Male,45-49 years,30,-0.254040508273446,0.182782405779988,-1.389852087729,0.17552607301103,ok,0.25598167418093,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Puerto Rico,385,Male,45-49 years,30,-0.497970744011565,0.163884229402144,-3.03855194504182,0.00510524761965383,ok,0.0124595346551439,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Albania,43,Male,45-49 years,30,-0.682921128274687,0.138050033962332,-4.94691025183687,3.20663257158744e-05,ok,0.000150890118836706,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Angola,168,Male,45-49 years,30,0.444377605935577,0.169297766349176,2.62482852265782,0.0138852158570238,ok,0.0293085384005833,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Armenia,33,Male,45-49 years,30,0.582741497545471,0.15357784752813,3.79443719862483,0.000727150078427103,ok,0.002305079042034,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Austria,75,Male,45-49 years,30,-0.860779595535037,0.0961877791299281,-8.94894968281072,1.0525200781905e-09,ok,1.72176397696446e-08,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Azerbaijan,34,Male,45-49 years,30,-0.402734903003209,0.172978590531458,-2.32823554502236,0.0273466260746959,ok,0.0525233076513235,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Belarus,57,Male,45-49 years,30,-0.308500682376587,0.179764461863412,-1.71613832444252,0.0971828476437705,ok,0.15653976573553,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Benin,200,Male,45-49 years,30,0.823997003813411,0.107076230806862,7.69542406941546,2.20580146583898e-08,ok,2.45183316779794e-07,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Botswana,193,Male,45-49 years,30,0.232982097037056,0.183781638914638,1.26771149943477,0.215342276073178,ok,0.303210318076241,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Bulgaria,45,Male,45-49 years,30,-0.0946001626972769,0.188134717045454,-0.50283203537825,0.619014748061887,ok,0.699948857606333,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Burundi,175,Male,45-49 years,30,0.419135138352892,0.171581481663742,2.44277607518447,0.0211408674501218,ok,0.0419430940028732,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Côte d'Ivoire,205,Male,45-49 years,30,-0.535747097007303,0.159572537026744,-3.35738910334873,0.00227932813786017,ok,0.00616111456126194,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Cabo Verde,203,Male,45-49 years,30,0.0881230970567545,0.188247018546408,0.468124795479987,0.64331895624097,ok,0.719045122560121,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Cameroon,202,Male,45-49 years,30,0.447172840708459,0.169034701692193,2.64544993561586,0.0132286012008625,ok,0.0281107775518329,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Chad,204,Male,45-49 years,30,0.488468719635759,0.164902385620944,2.96216890857228,0.00616718679816751,ok,0.0145273763324348,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Chile,98,Male,45-49 years,30,-0.414735158652438,0.171962905902234,-2.41177105304458,0.022679044943342,ok,0.0446373029872361,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Colombia,125,Male,45-49 years,30,0.219881255952177,0.184357206965261,1.19269140367054,0.242999793399614,ok,0.335746328091578,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Costa Rica,126,Male,45-49 years,30,0.0224350346201984,0.188934670230365,0.118744932271265,0.90632526814181,ok,0.932128122750829,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Croatia,46,Male,45-49 years,30,-0.69230316628124,0.136370860675294,-5.07662093538921,2.24917871357803e-05,ok,0.000110483736242048,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Cuba,109,Male,45-49 years,30,0.44312681006499,0.169414815320438,2.61563198724293,0.0141877160711594,ok,0.0298924661815193,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Cyprus,77,Male,45-49 years,30,0.12603892816525,0.187475159172294,0.672296685714065,0.506905168738277,ok,0.599777251854092,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Djibouti,177,Male,45-49 years,30,0.339267285728603,0.177773703345649,1.90842222074296,0.0666373825951523,ok,0.112511413261922,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Ecuador,122,Male,45-49 years,30,0.27339520406248,0.181782352435507,1.5039699970847,0.143786144432225,ok,0.2171373782813,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of El Salvador,127,Male,45-49 years,30,0.083123603597055,0.188328215256261,0.441376261565202,0.662330372281702,ok,0.736914254434695,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Equatorial Guinea,172,Male,45-49 years,30,0.290746753688991,0.180818212303655,1.60795060400624,0.119065355195592,ok,0.186167110828816,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Estonia,58,Male,45-49 years,30,0.384299397136906,0.174470011070283,2.20266735113633,0.036017052893866,ok,0.0660880674955392,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Fiji,22,Male,45-49 years,30,-0.481128783635576,0.16567126373348,-2.90411730310443,0.0071110829066297,ok,0.0164627740455219,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Finland,79,Male,45-49 years,30,0.492272353331962,0.164497929876793,2.99257476188708,0.00572149536818642,ok,0.0137126094933452,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Ghana,207,Male,45-49 years,30,0.162707191085834,0.186463934656176,0.872593359063522,0.390306501391119,ok,0.490073478213034,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Guatemala,128,Male,45-49 years,30,-0.800423983628762,0.113282429357504,-7.06573815699813,1.09681808179999e-07,ok,1.00628706552444e-06,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Guinea,208,Male,45-49 years,30,0.768015356919508,0.121030163232117,6.34565249198726,7.25728206672669e-07,ok,5.36636550264566e-06,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Guinea-Bissau,209,Male,45-49 years,30,0.576803591957306,0.154376350925859,3.73634684650839,0.000848093141537852,ok,0.002621378801117,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Guyana,113,Male,45-49 years,30,-0.266679847041828,0.182138277453241,-1.46416146441426,0.154287704832075,ok,0.230633517395532,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Haiti,114,Male,45-49 years,30,-0.0132910309216609,0.188965543769326,-0.0703357377040413,0.94442639428854,ok,0.959364597361646,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Honduras,129,Male,45-49 years,30,0.00959944570767028,0.188973529008138,0.0507978326808772,0.959847274417576,ok,0.970764172551809,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Iceland,83,Male,45-49 years,30,0.682932725232196,0.138047985033016,4.94706768134908,3.20525248474536e-05,ok,0.000150890118836706,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of India,163,Male,45-49 years,30,-0.604934055140777,0.150481938751435,-4.01997781368303,0.000398281479769374,ok,0.00136486182988161,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Indonesia,11,Male,45-49 years,30,-0.147919131978003,0.186903329710735,-0.791420528499589,0.435351998878434,ok,0.532745494746086,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Iraq,143,Male,45-49 years,30,-0.669548289350909,0.140370057886196,-4.76987969823123,5.20274751211878e-05,ok,0.000231619106187778,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Italy,86,Male,45-49 years,30,0.0537612632292002,0.188708933713877,0.284889868069064,0.777825129450419,ok,0.833847774013618,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Kazakhstan,36,Male,45-49 years,30,-0.1266764014189,0.187459813724317,-0.675752306065946,0.504741284680761,ok,0.598033062956228,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Kenya,180,Male,45-49 years,30,0.294071183281755,0.180626107427477,1.62806577338122,0.114712881453493,ok,0.180829214945779,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Kiribati,23,Male,45-49 years,30,-0.526016596058227,0.160724535938191,-3.27278341783804,0.00283040255977682,ok,0.00747588429345469,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Korea,68,Male,45-49 years,30,-0.641349438813116,0.144996415883549,-4.42320891109615,0.000133907175737607,ok,0.000527716006202296,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Latvia,59,Male,45-49 years,30,0.758175303831474,0.123226013119339,6.15272120422506,1.21462039191229e-06,ok,8.45844080150966e-06,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Liberia,210,Male,45-49 years,30,-0.269221411314232,0.182004693001697,-1.47920038145238,0.150250307702155,ok,0.225472984470391,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Lithuania,60,Male,45-49 years,30,0.0439307491816642,0.188799789012853,0.232684312897583,0.817699044642062,ok,0.865358647182994,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Madagascar,181,Male,45-49 years,30,-0.202368599809552,0.185072085358567,-1.09345825664348,0.283511041249776,ok,0.380207382464897,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Malawi,182,Male,45-49 years,30,0.0070352312141377,0.188977559658148,0.0372278657151894,0.970567475993085,ok,0.978467443820936,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Maldives,14,Male,45-49 years,30,0.749991368073809,0.12500184967414,5.99984216256732,1.83083968215229e-06,ok,1.21868560800463e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Mali,211,Male,45-49 years,30,0.505907316671951,0.163013779756913,3.10346350735726,0.00434192459248835,ok,0.0108563767027755,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Malta,88,Male,45-49 years,30,-0.0529816858422233,0.188716807958126,-0.280747043230931,0.780968503515683,ok,0.836183627722256,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Mauritius,183,Male,45-49 years,30,0.545161138760565,0.158429719973567,3.44102822911964,0.00183709436969818,ok,0.0050886927109531,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Moldova,61,Male,45-49 years,30,-0.516667310344272,0.161803991918531,-3.19316788305456,0.00346448918759666,ok,0.00892633618319852,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Mozambique,184,Male,45-49 years,30,0.393081782331972,0.173769830563996,2.26208301553938,0.031645255607288,ok,0.0593715450952496,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Namibia,195,Male,45-49 years,30,-0.471278095271678,0.166679435371046,-2.82745195424117,0.00856815274148603,ok,0.0193831400570604,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Nauru,369,Male,45-49 years,30,0.148970890588859,0.186873493663988,0.797175071049509,0.43205775427412,ok,0.529836029640258,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Nicaragua,131,Male,45-49 years,30,-0.213400006386522,0.184629013862378,-1.15583137190772,0.257517848504577,ok,0.351326474671075,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Niue,374,Male,45-49 years,30,0.074534533037971,0.188456569777534,0.395499786109639,0.695471402033272,ok,0.766654425381877,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Palau,380,Male,45-49 years,30,0.0420099467790861,0.188815401570992,0.222492161283204,0.825545778433101,ok,0.872066024857141,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Panama,132,Male,45-49 years,30,-0.187302041714964,0.185637698716133,-1.00896554423128,0.321631349523146,ok,0.420119593275431,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Paraguay,136,Male,45-49 years,30,-0.175332517444892,0.186054764242609,-0.942370479781236,0.354063419640273,ok,0.454102048562303,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Peru,123,Male,45-49 years,30,-0.414453855558693,0.171987125931454,-2.40979581066942,0.0227804292755695,ok,0.0447606395057649,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Poland,51,Male,45-49 years,30,0.0647339114359525,0.188585857740314,0.343259628328505,0.733967171746889,ok,0.798536608931777,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Rwanda,185,Male,45-49 years,30,0.851126889857257,0.0992081177125555,8.57920611217827,2.52737912395714e-09,ok,3.62188049664601e-08,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of San Marino,396,Male,45-49 years,30,-0.156407517431712,0.186656358095647,-0.837943689823658,0.409158494955723,ok,0.508224090439272,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Senegal,216,Male,45-49 years,30,-0.526557734560169,0.160661239900124,-3.2774409987593,0.0027969891715529,ok,0.00741020507788041,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Serbia,53,Male,45-49 years,30,0.502268536280714,0.163415150270542,3.07357387273568,0.00467880118553512,ok,0.0115900589367399,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Seychelles,186,Male,45-49 years,30,0.394076073382107,0.173689382888343,2.26885527963123,0.0311786673730068,ok,0.0587650100269497,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Sierra Leone,217,Male,45-49 years,30,-0.521966112525634,0.161195464462833,-3.23809428674083,0.00309161906936809,ok,0.00809187542080644,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Singapore,69,Male,45-49 years,30,-0.648037378829987,0.143930483671702,-4.50243313506907,0.000107937897881689,ok,0.000438323922545312,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Slovenia,55,Male,45-49 years,30,0.834199253757644,0.104216739303618,8.00446511118859,1.02223506366018e-08,ok,1.24678341088334e-07,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of South Africa,196,Male,45-49 years,30,-0.747229436599213,0.12559119752475,-5.94969592874498,2.09545894877949e-06,ok,1.37633553681198e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of South Sudan,435,Male,45-49 years,30,0.398720370449146,0.173310421971355,2.30061392681305,0.0290725553985929,ok,0.0554280495449808,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Sudan,522,Male,45-49 years,30,-0.632334095141874,0.146403746063645,-4.31911144450488,0.000177653995486049,ok,0.000675552693361422,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Suriname,118,Male,45-49 years,30,-0.0162800043022872,0.188957191056969,-0.0861571036869346,0.931954691348141,ok,0.949755765382119,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Tajikistan,39,Male,45-49 years,30,0.218187032522382,0.184429082270422,1.18304027670898,0.246741210865826,ok,0.339600875820347,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Trinidad and Tobago,119,Male,45-49 years,30,-0.471537977523362,0.166653183047178,-2.82945677305109,0.00852670346363467,ok,0.0193019631931364,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Tunisia,154,Male,45-49 years,30,-0.0344181267398317,0.188870268452763,-0.182231576318428,0.856713946210273,ok,0.89598430803897,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Turkey,155,Male,45-49 years,30,0.0763984607768761,0.18842991072762,0.405447630271991,0.688229978705798,ok,0.760363671918352,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Uganda,190,Male,45-49 years,30,0.664421124507153,0.14123746079724,4.70428398214405,6.22385381841056e-05,ok,0.000271159862339797,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Uzbekistan,41,Male,45-49 years,30,-0.512630142297236,0.162261950606366,-3.1592751127517,0.00377393465657681,ok,0.00964124732984339,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Vanuatu,30,Male,45-49 years,30,-0.57925756049603,0.154047844910992,-3.76024449307111,0.000796128085328075,ok,0.00249861737549119,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Yemen,157,Male,45-49 years,30,-0.28626366770829,0.181073496576686,-1.58092527686433,0.125126912825463,ok,0.193200377969121,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Zambia,191,Male,45-49 years,30,-0.446780930728675,0.169071709209142,-2.64255287190601,0.0133190686715579,ok,0.0282683783065868,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Zimbabwe,198,Male,45-49 years,30,0.737776175484522,0.127571592629314,5.78323246013149,3.28447021794141e-06,ok,2.05235003888663e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of the Congo,170,Male,45-49 years,30,0.476390416712431,0.166159580230288,2.86706560074466,0.00778331378564727,ok,0.0178168529429866,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of the Gambia,206,Male,45-49 years,30,0.353692565120759,0.176766752022697,2.00089983593377,0.0551826749980675,ok,0.0955434432817265,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of the Marshall Islands,24,Male,45-49 years,30,-0.145389694642467,0.186974199584917,-0.77759228259959,0.443330331896696,ok,0.540522630109677,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of the Niger,213,Male,45-49 years,30,0.572754035481538,0.154913894843879,3.69724120653447,0.000940355080820681,ok,0.00285564922967261,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of the Philippines,16,Male,45-49 years,30,-0.707452148074465,0.133565320855274,-5.29667539106975,1.2329723711938e-05,ok,6.53814706926619e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of the Union of Myanmar,15,Male,45-49 years,30,-0.712827497026173,0.132540689100609,-5.3781785945377,9.87188684119793e-06,ok,5.34932868207413e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Romania,52,Male,45-49 years,30,-0.150326942946592,0.186834706379762,-0.804598598726277,0.42783064106502,ok,0.525878965552094,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Russian Federation,62,Male,45-49 years,30,0.0895835791117889,0.188222397175097,0.475945373432112,0.637805963043246,ok,0.714134206022614,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Saint Kitts and Nevis,393,Male,45-49 years,30,-0.217533318734835,0.184456659179661,-1.17931941141229,0.248194974261972,ok,0.341063901188274,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Saint Lucia,116,Male,45-49 years,30,-0.241285598452591,0.183398595957721,-1.31563492726092,0.198967937320071,ok,0.28349252531882,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Saint Vincent and the Grenadines,117,Male,45-49 years,30,0.102113176359811,0.187994386239676,0.543171412733706,0.591310135613609,ok,0.674338556497204,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Slovak Republic,54,Male,45-49 years,30,0.635297656605615,0.145944814363832,4.35299917557779,0.000162047884149691,ok,0.000620289251910736,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Socialist Republic of Viet Nam,20,Male,45-49 years,30,-0.476509010441005,0.166147434846341,-2.86798896944571,0.00776585532916301,ok,0.017800387496059,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Solomon Islands,28,Male,45-49 years,30,-0.399617067367134,0.173236646513714,-2.30676981694805,0.0286795634655475,ok,0.0548295072207932,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
State of Eritrea,178,Male,45-49 years,30,-0.272559362131294,0.181827174037265,-1.4990023552554,0.145064227285632,ok,0.218731626185467,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
State of Israel,85,Male,45-49 years,30,0.471818436721884,0.166624831236579,2.83162139292421,0.00848216243594085,ok,0.0192444627492486,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
State of Kuwait,145,Male,45-49 years,30,-0.0913877546223943,0.188191418347031,-0.485610637430197,0.631021688162128,ok,0.709362468248382,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
State of Libya,147,Male,45-49 years,30,0.732480210425149,0.128656899950373,5.69328353712617,4.19050194498195e-06,ok,2.50131854478441e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
State of Qatar,151,Male,45-49 years,30,0.566781466044625,0.155696450293088,3.64029793214744,0.0010924322343039,ok,0.00325477232694666,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Sultanate of Oman,150,Male,45-49 years,30,0.230853345936179,0.183877553655189,1.25547322850009,0.219683686028006,ok,0.308821655105442,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Swiss Confederation,94,Male,45-49 years,30,0.189782404850114,0.185547706496326,1.02282269306235,0.315147928394433,ok,0.413207189289941,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Syrian Arab Republic,153,Male,45-49 years,30,-0.394855287086185,0.173626168849309,-2.27416920907172,0.0308169197247491,ok,0.0582732157063413,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Taiwan (Province of China),8,Male,45-49 years,30,0.103895004902797,0.187959515773653,0.552752035326111,0.584819523231777,ok,0.66891626206062,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Togolese Republic,218,Male,45-49 years,30,-0.105130082622534,0.187934987403298,-0.559396012818682,0.580339006594214,ok,0.665547511530666,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Tokelau,413,Male,45-49 years,30,0.352846475874304,0.17682713152995,1.99543176899039,0.0558085081453383,ok,0.0965306265576225,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Turkmenistan,40,Male,45-49 years,30,-0.22333046627746,0.184209072100183,-1.21237495923111,0.235499780650248,ok,0.326946853200584,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Tuvalu,416,Male,45-49 years,30,0.259749420095201,0.182495620178384,1.42331865192876,0.165691703859187,ok,0.244103155897902,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Ukraine,63,Male,45-49 years,30,-0.712563860214043,0.132591308850713,-5.374137010868,9.9812675128322e-06,ok,5.40016158104557e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Union of the Comoros,176,Male,45-49 years,30,-0.417193188591351,0.17175042559658,-2.42906640342938,0.0218088109130783,ok,0.0430466455586542,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
United Arab Emirates,156,Male,45-49 years,30,0.116914817924179,0.187686186163972,0.62292713339082,0.538373455629244,ok,0.627357096242484,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
United Kingdom of Great Britain and Northern Ireland,95,Male,45-49 years,30,0.278688180467984,0.181495070581175,1.53551377222302,0.135881621333844,ok,0.206773787970939,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
United Mexican States,130,Male,45-49 years,30,0.374391271085771,0.175237713664975,2.13647657947389,0.0415200198301243,ok,0.074375738001483,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
United Republic of Tanzania,189,Male,45-49 years,30,-0.0514796395052418,0.188731654426938,-0.272766323495409,0.787034490897807,ok,0.840343477350244,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
United States Virgin Islands,422,Male,45-49 years,30,0.65895569861664,0.142148989652791,4.63566923849538,7.50610307505204e-05,ok,0.000322167889409412,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
